timestamp_Angle_DEG;Angle_DEG;Current_A;Voltage_V
1701901054496;330,99609375;0,141082763671875;-1,6200000047683716
1701901054497;330,99609375;0,2036590576171875;-1,5199999809265137
1701901054498;330,99609375;0,213043212890625;-0,6839999556541443
1701901054499;330,99609375;0,2435760498046875;-0,6279999613761902
1701901054500;330,99609375;0,281341552734375;-0,1839998960494995
1701901054501;330,99609375;0,241607666015625;0,12400007247924805
1701901054502;330,99609375;0,227874755859375;0,9199999570846558
1701901054503;330,99609375;0,16534423828125;-0,871999979019165
1701901054504;330,99609375;0,148590087890625;-0,8600000143051147
1701901054505;330,99609375;0,1431884765625;-0,7599999904632568
1701901054506;330,99609375;0,1255645751953125;-0,6880000233650208
1701901054507;330,99609375;0,082305908203125;-0,6399999856948853
1701901054508;330,99609375;0,075714111328125;-1,4160000085830688
1701901054509;330,99609375;0,1231842041015625;-1,5199999809265137
